pais;codigo;ano;expectativa_vida;pib_per_capita;populacao;continente
Turkmenistan;TKM;2009;68;13188,44824;5180961;Asia
Uganda;UGA;2009;56,5;1757,38623;31412526;Africa
Ukraine;UKR;2009;70,2;9381,224609;45863884;Europe
United Arab Emirates;ARE;2009;78;58860,53516;7992658;Asia
United Kingdom;GBR;2009;80,2;34402,35938;62243384;Europe
United States;USA;2009;78,6;48452,93359;308512032;North America
Uruguay;URY;2009;76,7;15143,99609;3344161;South America
Uzbekistan;UZB;2009;68,9;6618,097656;28167840;Asia
Venezuela;VEN;2009;72,6;17242,94531;28327896;South America
Vietnam;VNM;2009;73,5;4360,061523;86482920;Asia
Yemen;YEM;2009;67,2;4593,54248;24029594;Asia
Zambia;ZMB;2009;55,3;2743,322021;13318094;Africa
Zimbabwe;ZWE;2009;48,1;1285,046631;12679812;Africa
Afghanistan;AFG;2010;60,9;1627,671631;28189672;Asia
Albania;ALB;2010;77,9;9222,972656;2913402;Europe
Algeria;DZA;2010;73,8;12587,74414;35856348;Africa
Angola;AGO;2010;56,7;7520,666016;23364196;Africa
Argentina;ARG;2010;75,7;18979,99219;41100124;South America
Armenia;ARM;2010;73,2;8330,811523;2946296;Asia
Australia;AUS;2010;82,1;45400,22266;22019166;Oceania
Austria;AUT;2010;80,5;40288,34766;8362829;Europe
Azerbaijan;AZE;2010;69,5;16153,83691;9237203;Asia
Bahrain;BHR;2010;78,7;34057,71484;1213655;Asia
Bangladesh;BGD;2010;68,6;2599,208496;148391136;Asia
Barbados;BRB;2010;75,7;11954,32227;274717;North America
Belarus;BLR;2010;71,1;17172,46094;9731426;Europe
Belgium;BEL;2010;80;37739,32813;10877948;Europe
Benin;BEN;2010;58,4;1854,665649;9445716;Africa
Bolivia;BOL;2010;66,2;5141,758789;10223277;South America
Bosnia and Herzegovina;BIH;2010;77,1;8982,458008;3811093;Europe
Botswana;BWA;2010;60;12544,72754;2091666;Africa
Brazil;BRA;2010;73,2;14215,6123;196353504;South America
Bulgaria;BGR;2010;73,8;14686,46094;7592271;Europe
Burkina Faso;BFA;2010;56,5;1326,19751;16116851;Africa
Burundi;BDI;2010;57,1;717,6115112;9126612;Africa
Cambodia;KHM;2010;67,7;2426,687012;14363534;Asia
Cameroon;CMR;2010;56,6;2420,132813;19878044;Africa
Canada;CAN;2010;81,3;41209,42578;33963416;North America
Cape Verde;CPV;2010;73,5;6033,720215;521219;Africa
Central African Republic;CAF;2010;49,3;910,3104248;4660066;Africa
Chad;TCD;2010;49,6;1720,334351;11894734;Africa
Chile;CHL;2010;78,5;18909,84766;17004166;South America
China;CHN;2010;75,6;9658,418945;1348191360;Asia
Colombia;COL;2010;75;11191,68652;44816104;South America
Comoros;COM;2010;61,1;1432,562378;656032;Africa
Congo;COG;2010;61,7;5738,163086;4437883;Africa
Costa Rica;CRI;2010;78,7;12031,57129;4622250;North America
Cote d'Ivoire;CIV;2010;55;2555,016357;21120040;Africa
Croatia;HRV;2010;76,8;19511,34961;4368680;Europe
Cuba;CUB;2010;77,7;6578,19043;11290420;North America
Cyprus;CYP;2010;79,7;27630,10352;1129693;Europe
Czechia;CZE;2010;77,6;25922,39453;10464750;Europe
Democratic Republic of Congo;COD;2010;56,4;637,1298218;66391260;Africa
Denmark;DNK;2010;79,2;42932,39844;5550850;Europe
Djibouti;DJI;2010;60,3;2543,873291;919206;Africa
Dominica;DMA;2010;71,5;8768,477539;68775;North America
Dominican Republic;DOM;2010;72,1;11276,46094;9775756;North America
Ecuador;ECU;2010;75,4;9327,212891;14989581;South America
Egypt;EGY;2010;69,7;10719,29102;87252416;Africa
El Salvador;SLV;2010;71,8;7351,114746;6114039;North America
Equatorial Guinea;GNQ;2010;57,9;42037,89844;1094538;Africa
Estonia;EST;2010;75,7;20713,42578;1331535;Europe
Eswatini;SWZ;2010;46,6;7192,751953;1099926;Africa
Ethiopia;ETH;2010;59,7;1106,383057;89237800;Africa
Finland;FIN;2010;80;37615,11328;5363279;Europe
France;FRA;2010;81,4;36086,72656;62444568;Europe
Gabon;GAB;2010;63,9;14926,69922;1711117;Africa
Gambia;GMB;2010;60,7;1772,726929;1937284;Africa
Georgia;GEO;2010;72,1;8443,436523;3836834;Asia
Germany;DEU;2010;80,1;41109,58203;81325088;Europe
Ghana;GHA;2010;61,2;2946,039307;25574722;Africa
Greece;GRC;2010;80,5;26517,46484;11033784;Europe
Guatemala;GTM;2010;70,9;6526,45752;14543126;North America
Guinea;GIN;2010;56,7;1291,696167;10270728;Africa
Guinea-Bissau;GNB;2010;56,2;1329,372437;1567226;Africa
Haiti;HTI;2010;46;1556,550415;9842883;North America
Honduras;HND;2010;71,1;4305,89209;8450936;North America
Hong Kong;HKG;2010;83;43170,55078;7132437;Asia
Hungary;HUN;2010;74,5;20036,33398;9986832;Europe
Iceland;ISL;2010;81,7;36272,6875;318346;Europe
India;IND;2010;66,9;4525,745605;1240613632;Asia
Indonesia;IDN;2010;68,7;8386,433594;244016176;Asia
Iran;IRN;2010;73,1;17751,33008;75373864;Asia
Iraq;IRQ;2010;67,1;10274,33008;31264880;Asia
Ireland;IRL;2010;80,5;48623,80859;4524581;Europe
Israel;ISR;2010;81,7;28575,53125;7328439;Asia
Italy;ITA;2010;82,1;34765,9375;59822452;Europe
Jamaica;JAM;2010;72,6;7025,930176;2733904;North America
Japan;JPN;2010;82,9;35011,40234;128105432;Asia
Jordan;JOR;2010;74;11601,08789;6931263;Asia
Kazakhstan;KAZ;2010;68,1;19964,5293;16627839;Asia
Kenya;KEN;2010;60,6;2579,531006;41517896;Africa
Kuwait;KWT;2010;78;68865,3125;2943364;Asia
Kyrgyzstan;KGZ;2010;68,3;3977,648926;5483781;Asia
Laos;LAO;2010;64;4114,010254;6323425;Asia
Latvia;LVA;2010;73;17140,22656;2101537;Europe
Lebanon;LBN;2010;78,2;15622,36719;4995799;Asia
Lesotho;LSO;2010;45,6;2313,88208;2022752;Africa
Liberia;LBR;2010;59,4;854,2349854;4019958;Africa
Libya;LBY;2010;72,4;29157,14258;6491991;Africa
Lithuania;LTU;2010;73,4;18663,76172;3139021;Europe
Luxembourg;LUX;2010;80,6;54086,33594;507075;Europe
Madagascar;MDG;2010;62,9;1349,619751;21731052;Africa
Malawi;MWI;2010;56,4;1091,587646;14718426;Africa
Malaysia;MYS;2010;74,4;18574,29883;28717728;Asia
Mali;MLI;2010;56,4;1504,995605;15529183;Africa
Malta;MLT;2010;81,8;23632,625;418758;Europe
Mauritania;MRT;2010;63,1;2982,748779;3419462;Africa
Mauritius;MUS;2010;74;16269,32031;1283347;Africa
Mexico;MEX;2010;74,2;14697,29785;112532400;North America
Moldova;MDA;2010;69,4;4615,324219;3678186;Europe
Mongolia;MNG;2010;67,2;7830,063965;2702527;Asia
Montenegro;MNE;2010;76,1;14509,76563;631048;Europe
Morocco;MAR;2010;70,8;6931,558105;32464866;Africa
Mozambique;MOZ;2010;54,2;956,5305176;23073732;Africa
Myanmar;MMR;2010;63,3;3772,998535;49390988;Asia
Namibia;NAM;2010;56;7905,541016;2099275;Africa
Nepal;NPL;2010;66,8;2152,274658;27161572;Asia
Netherlands;NLD;2010;80,8;43812,34766;16617121;Europe
New Zealand;NZL;2010;81,1;31586,08984;4346345;Oceania
Nicaragua;NIC;2010;72;3916,96582;5855736;North America
Niger;NER;2010;58,4;810,1572876;16647545;Africa
Nigeria;NGA;2010;50,9;4904,865723;160952864;Africa
North Korea;PRK;2010;70,4;1751,436279;24686436;Asia
North Macedonia;MKD;2010;75,1;11038,29004;2093828;Europe
Norway;NOR;2010;81;78476,14844;4889747;Europe
Oman;OMN;2010;76,3;46182,16016;2881915;Asia
Pakistan;PAK;2010;64,4;4354,26709;194454496;Asia
Palestine;PSE;2010;73;4548,53125;3992283;Asia
Panama;PAN;2010;76,4;15169,125;3623622;North America
Paraguay;PRY;2010;71,9;7139,026855;5768618;South America
Peru;PER;2010;73,7;9507,780273;29229576;South America
Philippines;PHL;2010;70,8;5694,046875;94636704;Asia
Poland;POL;2010;76,3;20608,69336;38597356;Europe
Portugal;PRT;2010;80;25463,16406;10588401;Europe
Puerto Rico;PRI;2010;78;33195,44141;3717920;North America
Qatar;QAT;2010;78,4;134802,7813;1713512;Asia
Romania;ROU;2010;74;16377,32813;20335212;Europe
Russia;RUS;2010;69,4;21737,38477;143242592;Europe
Rwanda;RWA;2010;62,5;1416,392334;10309032;Africa
Saint Lucia;LCA;2010;72,7;10058,62305;170950;North America
Sao Tome and Principe;STP;2010;65,2;3093,345215;182154;Africa
Saudi Arabia;SAU;2010;75,8;42737,65625;29411930;Asia
Senegal;SEN;2010;64,6;2151,324707;12530128;Africa
Serbia;SRB;2010;74,4;11963,55469;7653749;Europe
Seychelles;SYC;2010;73;20147,17773;92424;Africa
Sierra Leone;SLE;2010;53,7;1421,1521;6436699;Africa
Singapore;SGP;2010;81,7;58612,73047;5163585;Asia
Slovakia;SVK;2010;75,5;21941,21289;5396428;Europe
Slovenia;SVN;2010;79,7;26000,91992;2057294;Europe
South Africa;ZAF;2010;58,9;11318,60449;51784928;Africa
South Korea;KOR;2010;80,8;31537,77344;48813036;Asia
Spain;ESP;2010;82;31786,4043;46572776;Europe
Sri Lanka;LKA;2010;73,2;8319,703125;20668556;Asia
Sweden;SWE;2010;81,5;42634,75391;9381722;Europe
Switzerland;CHE;2010;82,3;57219,5;7822444;Europe
Syria;SYR;2010;73,9;6520,612305;22337558;Asia
Taiwan;TWN;2010;79,2;37385,48828;23083086;Asia
Tajikistan;TJK;2010;67,7;2975,926758;7621785;Asia
Tanzania;TZA;2010;60,1;2068,86377;45110532;Africa
Thailand;THA;2010;76,1;13343,54688;68270488;Asia
Togo;TGO;2010;57,3;1191,144897;6571862;Africa
Trinidad and Tobago;TTO;2010;72,7;30235,99414;1410297;North America
Tunisia;TUN;2010;75,4;10721,81152;10895063;Africa
Turkey;TUR;2010;75,1;16528,11914;73195352;Asia
Turkmenistan;TKM;2010;68,3;14397,14941;5267975;Asia
Uganda;UGA;2010;57,1;1831,290649;32341724;Africa
Ukraine;UKR;2010;70,6;9601,208984;45683024;Europe
United Arab Emirates;ARE;2010;78,3;60112,40234;8481775;Asia
United Kingdom;GBR;2010;80,4;34754,47266;62760048;Europe
United States;USA;2010;78,8;49266,91406;311182848;North America
Uruguay;URY;2010;76,9;16415,62891;3352653;South America
Uzbekistan;UZB;2010;69,2;7002,859375;28614234;Asia
Venezuela;VEN;2010;72,9;17105,58008;28715026;South America
Vietnam;VNM;2010;73,5;4571,848633;87411016;Asia
Yemen;YEM;2010;67,3;4812,345215;24743944;Asia
Zambia;ZMB;2010;56,8;3032,067871;13792095;Africa
Zimbabwe;ZWE;2010;50,7;1401,856445;12839774;Africa
Afghanistan;AFG;2011;61,4;1792;29249156;Asia
Albania;ALB;2011;78,1;9484;2900660;Europe
Algeria;DZA;2011;74,1;13204;36543548;Africa
Angola;AGO;2011;57,6;8016;24259120;Africa
Argentina;ARG;2011;76,1;20003;41520736;South America
Armenia;ARM;2011;73,3;8465;2928984;Asia
Australia;AUS;2011;82,1;46132;22357032;Oceania
Austria;AUT;2011;80,8;41446;8391201;Europe
Azerbaijan;AZE;2011;70;16176;9359018;Asia
Bahrain;BHR;2011;78,9;36372;1212086;Asia
Bangladesh;BGD;2011;68,8;2772;150211008;Asia
Barbados;BRB;2011;75,9;11870;275501;North America
Belarus;BLR;2011;71,5;17918;9706983;Europe
Belgium;BEL;2011;80,4;38130;10955742;Europe
Benin;BEN;2011;58,5;1836;9726385;Africa
Bolivia;BOL;2011;66,5;5331;10396249;South America
Bosnia and Herzegovina;BIH;2011;77;8961;3743143;Europe
Botswana;BWA;2011;60,5;13376;2134043;Africa
Brazil;BRA;2011;73,3;14831;198185296;South America
Bulgaria;BGR;2011;74,2;15112;7543128;Europe
Burkina Faso;BFA;2011;57,1;1344;16602652;Africa
Burundi;BDI;2011;57,8;719;9455737;Africa
Cambodia;KHM;2011;68,4;2496;14573894;Asia
Cameroon;CMR;2011;57,1;2494;20448880;Africa
Canada;CAN;2011;81,5;42197;34323536;North America
Cape Verde;CPV;2011;74,3;6295;527528;Africa
Central African Republic;CAF;2011;49,9;909;4732037;Africa
Chad;TCD;2011;50;1661;12317729;Africa
Chile;CHL;2011;79,1;19705;17173568;South America
China;CHN;2011;75,9;10221;1357095424;Asia
Colombia;COL;2011;75,3;11788;45308896;South America
Comoros;COM;2011;61,5;1479;670081;Africa
Congo;COG;2011;62;5875;4584223;Africa
Costa Rica;CRI;2011;79,3;12366;4679927;North America
Cote d'Ivoire;CIV;2011;55,5;2444;21562916;Africa
Croatia;HRV;2011;77,2;19813;4351838;Europe
Cuba;CUB;2011;77,8;6928;11298713;North America
Cyprus;CYP;2011;80;27272;1145090;Europe
Czechia;CZE;2011;77,8;26725;10496379;Europe
Democratic Republic of Congo;COD;2011;57,1;681;68654272;Africa
Denmark;DNK;2011;79,8;43575;5576016;Europe
Djibouti;DJI;2011;60,4;2590;936819;Africa
Dominica;DMA;2011;69,7;8944;68758;North America
Dominican Republic;DOM;2011;72,2;11679;9903743;North America
Ecuador;ECU;2011;75,7;9985;15237734;South America
Egypt;EGY;2011;69,9;10737;89200056;Africa
El Salvador;SLV;2011;71,9;7607;6137354;North America
Equatorial Guinea;GNQ;2011;58,4;43841;1144590;Africa
Estonia;EST;2011;76,5;21997;1327435;Europe
Eswatini;SWZ;2011;48,2;7389;1105379;Africa
Ethiopia;ETH;2011;60,7;1199;91817936;Africa
Finland;FIN;2011;80,4;38432;5388173;Europe
France;FRA;2011;81,8;36691;62775272;Europe
Gabon;GAB;2011;64;16403;1772508;Africa
Gambia;GMB;2011;61,5;1669;1998215;Africa
Georgia;GEO;2011;72,4;8946;3821667;Asia
Germany;DEU;2011;80,4;43189;81423384;Europe
Ghana;GHA;2011;61,7;3283;26205940;Africa
Greece;GRC;2011;80,5;24349;11004730;Europe
Guatemala;GTM;2011;71,2;6650;14833458;North America
Guinea;GIN;2011;57;1347;10527711;Africa
Guinea-Bissau;GNB;2011;57;1413;1609025;Africa
Haiti;HTI;2011;61,6;1648;9954318;North America
Honduras;HND;2011;71,4;4421;8622510;North America
Hong Kong;HKG;2011;83,2;44532;7175370;Asia
Hungary;HUN;2011;74,9;20886;9953247;Europe
Iceland;ISL;2011;82,2;36740;319308;Europe
India;IND;2011;67,4;4768;1257621248;Asia
Indonesia;IDN;2011;68,8;8849;247099696;Asia
Iran;IRN;2011;73,7;18024;76342968;Asia
Iraq;IRQ;2011;67,7;11484;32378066;Asia
Ireland;IRL;2011;80,6;48980;4544504;Europe
Israel;ISR;2011;81,7;29370;7459750;Asia
Italy;ITA;2011;82,2;35151;60025952;Europe
Jamaica;JAM;2011;73,1;7141;2746169;North America
Japan;JPN;2011;82,7;34979;128007256;Asia
Jordan;JOR;2011;74,2;11615;7109980;Asia
Kazakhstan;KAZ;2011;68,7;21302;16864920;Asia
Kenya;KEN;2011;61;2712;42635148;Africa
Kuwait;KWT;2011;78,5;77126;3143827;Asia
Kyrgyzstan;KGZ;2011;68,6;4142;5552339;Asia
Laos;LAO;2011;64,7;4401;6416331;Asia
Latvia;LVA;2011;73,7;18428;2076974;Europe
Lebanon;LBN;2011;78,4;16230;5045061;Asia
Lesotho;LSO;2011;46,7;2346;2037687;Africa
Liberia;LBR;2011;59,6;820;4181148;Africa
Libya;LBY;2011;70,1;12893;6188135;Africa
Lithuania;LTU;2011;73,9;20243;3099800;Europe
Luxembourg;LUX;2011;80,8;54031;518207;Europe
Madagascar;MDG;2011;63,5;1347;22348158;Africa
Malawi;MWI;2011;57,5;1102;15146095;Africa
Malaysia;MYS;2011;74,7;19390;29184140;Asia
Mali;MLI;2011;56,8;1500;16039734;Africa
Malta;MLT;2011;81,1;23871;423577;Europe
Mauritania;MRT;2011;63,3;3104;3524250;Africa
Mauritius;MUS;2011;74,2;16483;1286239;Africa
Mexico;MEX;2011;74,4;15210;114150480;North America
Moldova;MDA;2011;69,2;4892;3595135;Europe
Mongolia;MNG;2011;67,4;9484;2743946;Asia
Montenegro;MNE;2011;76,1;15747;631801;Europe
Morocco;MAR;2011;71,3;7226;32903708;Africa
Mozambique;MOZ;2011;54,9;925;23760424;Africa
Myanmar;MMR;2011;63,9;3884;49794528;Asia
Namibia;NAM;2011;56,6;8203;2132343;Africa
Nepal;NPL;2011;67,3;2189;27266398;Asia
Netherlands;NLD;2011;81,1;44591;16701470;Europe
New Zealand;NZL;2011;80,9;32057;4381274;Oceania
Nicaragua;NIC;2011;72,4;4189;5942554;North America
Niger;NER;2011;59;799;17283118;Africa
Nigeria;NGA;2011;51,4;5136;165463744;Africa
North Korea;PRK;2011;71;1756,61084;24783790;Asia
North Macedonia;MKD;2011;75,2;11321;2097110;Europe
Norway;NOR;2011;81,2;80623;4953565;Europe
Oman;OMN;2011;76,6;44454;3206883;Asia
Pakistan;PAK;2011;64,6;4464;198602736;Asia
Palestine;PSE;2011;73,2;4863;4087747;Asia
Panama;PAN;2011;76,6;16762;3688679;North America
Paraguay;PRY;2011;72,1;7377;5843938;South America
Peru;PER;2011;74,1;10044;29477722;South America
Philippines;PHL;2011;70,8;5851;96337912;Asia
Poland;POL;2011;76,7;21837;38620848;Europe
Portugal;PRT;2011;80,5;25133;10564820;Europe
Puerto Rico;PRI;2011;78,3;33981;3691615;North America
Qatar;QAT;2011;78,9;155533;1804175;Asia
Romania;ROU;2011;74,4;17174;20220286;Europe
Russia;RUS;2011;70,4;23130;143364544;Europe
Rwanda;RWA;2011;63,3;1449;10576932;Africa
Saint Lucia;LCA;2011;72,9;10255;172157;North America
Sao Tome and Principe;STP;2011;64,9;3179;186058;Africa
Saudi Arabia;SAU;2011;76,2;48470;30150952;Asia
Senegal;SEN;2011;65,3;2123;12875878;Africa
Serbia;SRB;2011;74,8;12463;7620925;Europe
Seychelles;SYC;2011;73,8;21545;93842;Africa
Sierra Leone;SLE;2011;54,6;1479;6612390;Africa
Singapore;SGP;2011;82;61672;5281351;Asia
Slovakia;SVK;2011;76;22483;5402686;Europe
Slovenia;SVN;2011;80;26004;2065457;Europe
South Africa;ZAF;2011;60,7;11838;52443320;Africa
South Korea;KOR;2011;81,2;32225;49169880;Asia
Spain;ESP;2011;82,2;31600;46729232;Europe
Sri Lanka;LKA;2011;73,4;8918;20859746;Asia
Sweden;SWE;2011;81,8;42079;9467384;Europe
Switzerland;CHE;2011;82,6;58686;7910988;Europe
Syria;SYR;2011;73,3;5979;22730734;Asia
Taiwan;TWN;2011;79;38565;23143076;Asia
Tajikistan;TJK;2011;68,1;3111;7784820;Asia
Tanzania;TZA;2011;61;2227;46416032;Africa
Thailand;THA;2011;76,4;13318;68712848;Asia
Togo;TGO;2011;57,9;1227;6748675;Africa
Trinidad and Tobago;TTO;2011;73,3;29745;1420021;North America
Tunisia;TUN;2011;75,5;10437;11032529;Africa
Turkey;TUR;2011;74,9;17919;74173856;Asia
Turkmenistan;TKM;2011;68,6;16518;5360813;Asia
Uganda;UGA;2011;58;1890;33295738;Africa
Ukraine;UKR;2011;71,4;10333;45516136;Europe
United Arab Emirates;ARE;2011;78,5;65307;8575210;Asia
United Kingdom;GBR;2011;80,8;34971;63286360;Europe
United States;USA;2011;78,8;49675;313876608;North America
Uruguay;URY;2011;77;17211;3361631;South America
Uzbekistan;UZB;2011;69,6;7396;29057456;Asia
Venezuela;VEN;2011;72,9;17746;29096158;South America
Vietnam;VNM;2011;73,7;4786;88349104;Asia
Yemen;YEM;2011;67,4;4088;25475608;Asia
Zambia;ZMB;2011;57,8;3205;14265824;Africa
Zimbabwe;ZWE;2011;53,3;1515;13025789;Africa
Afghanistan;AFG;2012;61,9;1945;30466484;Asia
Albania;ALB;2012;78,1;9592;2892191;Europe
Algeria;DZA;2012;74,2;13379;37260568;Africa
Angola;AGO;2012;58,6;8190;25188298;Africa
Argentina;ARG;2012;76,5;19599;41952364;South America
Armenia;ARM;2012;73,5;9077;2914428;Asia
Australia;AUS;2012;82,3;46999;22729272;Oceania
Austria;AUT;2012;80,8;41565;8429641;Europe
Azerbaijan;AZE;2012;70,4;16359;9485577;Asia
Bahrain;BHR;2012;79,1;36949;1224948;Asia
Bangladesh;BGD;2012;69,6;2914;152090656;Asia
Barbados;BRB;2012;76,1;11860;276207;North America
Belarus;BLR;2012;72,6;18251;9693754;Europe
Belgium;BEL;2012;80,3;37906;11031140;Europe
Benin;BEN;2012;58,7;1867;10014087;Africa
Bolivia;BOL;2012;66,7;5511;10569697;South America
Bosnia and Herzegovina;BIH;2012;77,2;8873;3674376;Europe
Botswana;BWA;2012;60,8;13743;2175429;Africa
Brazil;BRA;2012;73,6;14985;199977712;South America
Bulgaria;BGR;2012;74,4;15204;7488347;Europe
Burkina Faso;BFA;2012;57,6;1388;17113736;Africa
Burundi;BDI;2012;58,5;727;9795479;Africa
Cambodia;KHM;2012;68,9;2634;14786650;Asia
Cameroon;CMR;2012;57,8;2541;21032684;Africa
Canada;CAN;2012;81,7;42445;34691876;North America
Cape Verde;CPV;2012;74,5;6273;533877;Africa
Central African Republic;CAF;2012;50,7;916;4773306;Africa
Chad;TCD;2012;50,5;1793;12754912;Africa
Chile;CHL;2012;79;20531;17341770;South America
China;CHN;2012;76,2;10680;1366560768;Asia
Colombia;COL;2012;75,6;12123;45782420;South America
Comoros;COM;2012;61,8;1509;684564;Africa
Congo;COG;2012;62,3;5949;4713260;Africa
Costa Rica;CRI;2012;79,3;12792;4736593;North America
Cote d'Ivoire;CIV;2012;56,2;2636;22010708;Africa
Croatia;HRV;2012;77,3;19441;4331592;Europe
Cuba;CUB;2012;77,8;7138;11309292;North America
Cyprus;CYP;2012;80,1;26011;1156556;Europe
Czechia;CZE;2012;78;26474;10511065;Europe
Democratic Republic of Congo;COD;2012;57,2;710;70997872;Africa
Denmark;DNK;2012;80,1;43510;5600955;Europe
Djibouti;DJI;2012;60,8;2654;954311;Africa
Dominica;DMA;2012;70,5;8823;68908;North America
Dominican Republic;DOM;2012;72,5;11848;10030885;North America
Ecuador;ECU;2012;76,1;10398;15483884;South America
Egypt;EGY;2012;70,1;10767;91240384;Africa
El Salvador;SLV;2012;71,8;7726;6161293;North America
Equatorial Guinea;GNQ;2012;58,9;46255;1193641;Africa
Estonia;EST;2012;76,5;23026;1322682;Europe
Eswatini;SWZ;2012;49,8;7552;1111453;Africa
Ethiopia;ETH;2012;61,5;1287;94451280;Africa
Finland;FIN;2012;80,5;37704;5413865;Europe
France;FRA;2012;81,8;36571;63071412;Europe
Gabon;GAB;2012;64,6;16932;1836711;Africa
Gambia;GMB;2012;62,1;1725;2061020;Africa
Georgia;GEO;2012;72,4;9491;3804358;Asia
Germany;DEU;2012;80,5;43320;81545568;Europe
Ghana;GHA;2012;62,1;3508;26858760;Africa
Greece;GRC;2012;80,3;22693;10963633;Europe
Guatemala;GTM;2012;71,5;6714;15128307;North America
Guinea;GIN;2012;57,4;1397;10788696;Africa
Guinea-Bissau;GNB;2012;57,7;1361;1652720;Africa
Haiti;HTI;2012;62,3;1674;10108541;North America
Honduras;HND;2012;71,7;4518;8792370;North America
Hong Kong;HKG;2012;83,6;44904;7234062;Asia
Hungary;HUN;2012;75,2;20631;9922133;Europe
Iceland;ISL;2012;82,6;36990;320988;Europe
India;IND;2012;67,9;4932;1274487168;Asia
Indonesia;IDN;2012;69;9285;250222688;Asia
Iran;IRN;2012;74,2;16745;77324448;Asia
Iraq;IRQ;2012;68;12652;33864452;Asia
Ireland;IRL;2012;80,8;48333;4564550;Europe
Israel;ISR;2012;81,7;29517;7592099;Asia
Italy;ITA;2012;82,3;34068;60190152;Europe
Jamaica;JAM;2012;73,4;7053;2759819;North America
Japan;JPN;2012;83,2;35580;127853688;Asia
Jordan;JOR;2012;74,4;11523;7211866;Asia
Kazakhstan;KAZ;2012;69,1;22089;17102868;Asia
Kenya;KEN;2012;61,1;2765;43725808;Africa
Kuwait;KWT;2012;78,8;78801;3394668;Asia
Kyrgyzstan;KGZ;2012;69;4104;5631955;Asia
Laos;LAO;2012;65,4;4670;6508806;Asia
Latvia;LVA;2012;73,7;19405;2053635;Europe
Lebanon;LBN;2012;78,6;16315;5178338;Asia
Lesotho;LSO;2012;47,8;2456;2054722;Africa
Liberia;LBR;2012;59,9;853;4331749;Africa
Libya;LBY;2012;72,2;29766;5869880;Africa
Lithuania;LTU;2012;74,2;21303;3063340;Europe
Luxembourg;LUX;2012;81;52562;530596;Europe
Madagascar;MDG;2012;63,5;1351;22966242;Africa
Malawi;MWI;2012;58,7;1085;15581250;Africa
Malaysia;MYS;2012;74,9;20134;29660216;Asia
Mali;MLI;2012;57,1;1448;16514689;Africa
Malta;MLT;2012;81,4;24301;429912;Europe
Mauritania;MRT;2012;63,6;3213;3636122;Africa
Mauritius;MUS;2012;74,4;16893;1288753;Africa
Mexico;MEX;2012;74,6;15639;115755912;North America
Moldova;MDA;2012;69,1;4905;3507197;Europe
Mongolia;MNG;2012;68,1;10493;2792354;Asia
Montenegro;MNE;2012;76,3;15421;633053;Europe
Morocco;MAR;2012;71,7;7365;33352166;Africa
Mozambique;MOZ;2012;55,6;967;24487614;Africa
Myanmar;MMR;2012;64,1;4124;50218196;Asia
Namibia;NAM;2012;57,6;8483;2167474;Africa
Nepal;NPL;2012;67,5;2258;27330696;Asia
Netherlands;NLD;2012;81;43957;16785296;Europe
New Zealand;NZL;2012;81,2;32674;4410285;Oceania
Nicaragua;NIC;2012;72,6;4376;6030605;North America
Niger;NER;2012;59,6;864;17954410;Africa
Nigeria;NGA;2012;51,5;5223;170075936;Africa
North Korea;PRK;2012;71,6;1770,920898;24887770;Asia
North Macedonia;MKD;2012;75,1;11242;2099486;Europe
